station_code,year,page,region,station_name,coordinates,latitude,longitude,distance_km,catchment_area_km2,annual_mm,annual_lt_sn_km2,annual_total_m3,avg_annual_flow_m3s,average_of_avg,average_for_max,average_for_min,average_ltsnkm2,average_mm,average_of_mil_m3,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,max_flow,min_flow,mean_flow,flow_variability_index,baseflow_index,oct_coefficient,nov_coefficient,dec_coefficient,jan_coefficient,feb_coefficient,mar_coefficient,apr_coefficient,may_coefficient,jun_coefficient,jul_coefficient,aug_coefficient,sep_coefficient,mean_monthly_mm,flow_concentration_index
E22A066,2013,897,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,586.0,18.6,219040000.0,7.082,6.972,57.05,1.674,18.694,48.872,18.253,18.2,171.0,46.2,57.1,33.0,25.9,84.6,60.4,169.0,11.3,3.15,4.75,0.653,0.816,0.87,4.32,5.17,4.11,2.14,0.56,0.348,0.266,0.32,0.52,2.19,20.7,8.36,17.4,9.74,9.1,7.19,2.33,3.71,1.14,0.799,1.01,5.85,55.5,22.4,46.7,26.1,24.4,19.3,6.23,9.94,3.06,2.14,2.71,15.7,144.0,60.0,125.0,63.1,65.3,49.9,16.7,25.8,8.2,5.73,7.03,5.86,53.8,22.4,46.7,23.6,24.4,18.6,6.24,9.62,3.06,2.14,2.62,171.0,0.266,6.972416666666667,24.525212444274462,0.0381503304688713,0.0267918088737201,0.2457337883959044,0.1023890784982935,0.2133105802047781,0.107679180887372,0.1114334470989761,0.0851535836177474,0.0284982935153583,0.0440273037542662,0.0139931740614334,0.009778156996587,0.0119965870307167,48.87166666666667,0.9992156327797292
E22A066,2016,935,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,565.0,17.9,211180000.0,6.689,6.706,51.856,2.173,17.958,47.139,17.598,24.6,16.6,10.3,60.2,57.2,78.1,11.6,102.0,55.2,75.9,2.57,128.0,0.869,1.28,1.28,2.9,7.42,3.91,2.23,1.96,1.48,0.727,1.01,1.01,3.64,2.87,4.86,12.8,15.5,11.8,4.29,8.45,7.54,4.04,1.36,3.32,9.76,7.69,13.0,34.2,41.5,31.7,11.5,22.6,20.2,10.8,3.65,8.9,26.1,19.9,34.8,91.5,104.0,84.9,29.7,60.6,52.3,29.0,9.77,23.1,9.76,7.45,13.0,34.2,38.8,31.7,11.1,22.6,19.5,10.8,3.65,8.62,128.0,0.727,6.7058333333333335,19.087858829377407,0.1084130731949794,0.0461946902654867,0.035221238938053,0.0615929203539823,0.1619469026548672,0.184070796460177,0.1502654867256637,0.0525663716814159,0.1072566371681416,0.0925663716814159,0.0513274336283185,0.01729203539823,0.0408849557522123,47.13916666666668,0.9988155638446444
E22A066,2014,967,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,248.0,7.9,92570000.0,6.39,2.916,20.298,0.835,7.803,20.639,7.714,78.2,5.66,24.5,14.2,5.41,29.3,14.2,27.2,25.2,8.37,7.14,4.19,0.508,0.561,1.35,2.47,0.668,1.7,0.827,0.774,0.615,0.248,0.114,0.18,4.57,1.14,6.74,5.04,2.32,5.03,2.62,3.15,2.6,0.684,0.52,0.58,12.2,3.05,18.0,13.5,6.21,13.5,7.02,8.42,6.97,1.83,1.39,1.55,32.7,7.92,48.3,36.1,15.0,36.1,18.2,22.6,18.1,4.9,3.73,4.02,12.2,2.96,18.1,13.5,5.62,13.5,6.79,8.43,6.75,1.83,1.39,1.5,78.2,0.114,2.916166666666667,26.816025604389324,0.0390924158427158,0.1318548387096774,0.0319354838709677,0.194758064516129,0.1455645161290322,0.0604838709677419,0.1455645161290322,0.0733870967741935,0.0911290322580645,0.0729838709677419,0.019758064516129,0.0150403225806451,0.0162096774193548,20.639166666666664,1.001332418137037
E22A066,2020,914,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,449.0,14.2,167730000.0,6.674,5.352,30.632,2.741,14.342,37.428,13.978,3.91,24.6,21.3,43.8,82.8,27.7,11.1,11.6,43.8,2.9,91.0,3.07,1.28,1.19,1.38,3.7,10.7,5.58,3.28,1.72,1.72,0.869,0.795,0.676,1.62,2.3,4.18,7.2,18.6,11.9,5.21,4.06,4.86,1.33,1.97,0.996,4.34,6.16,11.2,19.3,49.8,31.9,14.0,10.9,13.0,3.55,5.28,2.67,11.6,16.0,29.9,51.6,125.0,85.4,36.2,29.1,33.8,9.52,14.1,6.91,4.34,5.97,11.2,19.3,46.6,31.9,13.5,10.9,12.6,3.56,5.28,2.58,91.0,0.676,5.352166666666666,17.002460062902877,0.126303989038707,0.0258351893095768,0.0356347438752783,0.0665924276169265,0.1149220489977728,0.2783964365256124,0.1902004454342984,0.0806236080178173,0.0648106904231625,0.0752783964365256,0.0212026726057906,0.031403118040089,0.0153897550111358,37.4275,0.9997105515106984
E22A066,2018,943,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,587.0,18.6,219300000.0,6.733,6.98,74.179,2.14,18.66,48.939,18.275,8.07,3.91,98.3,51.3,39.4,70.5,24.1,229.0,8.07,123.0,210.0,24.5,0.216,0.566,1.01,3.07,6.46,5.28,2.23,1.72,1.59,1.59,1.23,0.721,1.03,0.904,10.8,12.9,14.4,14.7,5.06,6.02,2.79,4.08,8.74,2.34,2.76,2.42,28.8,34.4,38.6,39.3,13.5,16.1,7.47,10.9,23.4,6.27,7.39,6.28,77.2,92.2,93.4,105.0,35.1,43.2,19.4,29.3,62.6,16.2,2.76,2.34,28.8,34.4,34.9,39.3,13.1,16.1,7.23,10.9,23.4,6.07,229.0,0.216,6.980333333333333,32.80645623418175,0.0309440809894465,0.0125894378194207,0.0106984667802385,0.1315161839863713,0.1570698466780238,0.159114139693356,0.1788756388415673,0.0597955706984667,0.0735945485519591,0.0330494037478705,0.0499148211243611,0.1066439522998296,0.0275979557069846,48.93916666666667,0.9995402455429356
E22A066,2015,932,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,717.0,22.7,267660000.0,6.691,8.528,75.658,2.554,22.846,59.783,22.305,119.0,353.0,34.2,52.3,43.0,73.8,97.1,9.16,98.3,23.5,2.57,1.96,0.315,0.774,2.4,6.17,4.35,6.17,4.35,1.38,1.72,1.28,0.869,0.869,4.12,18.0,8.38,12.9,11.9,17.5,15.1,3.12,5.75,3.29,1.24,1.04,11.0,48.3,22.4,34.6,31.8,47.0,40.4,8.35,15.4,8.8,3.31,2.79,29.6,125.0,60.1,92.8,76.9,126.0,105.0,22.4,39.9,23.6,8.87,7.23,11.0,46.7,22.4,34.7,28.7,47.0,39.1,8.35,14.9,8.8,3.31,2.7,353.0,0.315,8.528333333333334,41.39144029704905,0.0369357045143638,0.0412831241283124,0.1743375174337517,0.0838214783821478,0.1294281729428172,0.107252440725244,0.1757322175732217,0.1464435146443514,0.0312412831241283,0.0556485355648535,0.0329149232914923,0.012370990237099,0.0100836820083682,59.78333333333333,0.9994424310008364
E22A066,2019,914,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,630.0,20.0,235140000.0,6.798,7.428,42.347,3.191,19.883,52.442,19.595,77.1,15.7,41.0,72.6,12.8,33.0,43.6,30.0,10.1,43.8,122.0,6.46,1.35,1.47,3.7,7.75,5.41,4.92,4.43,2.05,1.58,1.47,2.57,1.59,4.19,3.24,13.8,17.6,7.44,8.1,12.4,4.7,2.38,5.51,7.66,2.12,11.2,8.68,37.0,47.1,19.9,21.7,33.1,12.6,6.36,14.8,20.5,5.66,30.1,22.5,99.2,126.0,48.2,58.1,85.9,33.7,16.5,39.5,54.9,14.7,11.2,8.4,37.1,47.1,18.0,21.7,32.1,12.6,6.16,14.8,20.5,5.48,122.0,1.35,7.428333333333334,16.42360332061925,0.1817365941216064,0.0477777777777777,0.0357142857142857,0.1574603174603174,0.2,0.0765079365079365,0.0922222222222222,0.1363492063492063,0.0534920634920634,0.0261904761904761,0.0626984126984127,0.0871428571428571,0.0233333333333333,52.44166666666667,1.0011123470522802
E22A066,2012,889,22. Dogu Karadeniz Havzasi,CEVİZDERE DÜZKÖY,"37°18'18"" Doğu - 41°3'37"" Kuzey",41.06,37.305,36.703,373.5,581.0,18.4,217060000.0,6.865,6.889,39.784,2.341,18.447,48.415,18.088,44.5,128.0,48.2,13.6,28.6,51.1,54.0,10.5,14.5,42.7,39.2,2.51,0.87,3.47,2.51,3.47,3.79,7.33,2.51,1.28,0.952,0.653,0.599,0.653,5.49,12.2,6.05,6.1,9.89,18.0,14.2,2.58,2.57,2.67,1.99,0.933,14.7,32.7,16.2,16.3,26.5,48.3,37.9,6.91,6.87,7.16,5.32,2.5,39.3,84.6,43.4,43.8,66.4,129.0,98.2,18.5,17.8,19.2,14.3,6.48,14.7,31.6,16.2,16.3,24.8,48.3,36.7,6.91,6.65,7.16,5.32,2.42,128.0,0.599,6.889416666666666,18.57922175317214,0.0869449517980477,0.0676419965576592,0.1456110154905335,0.0746987951807229,0.0753872633390705,0.1142857142857143,0.2220309810671256,0.1690189328743545,0.03184165232358,0.0306368330464716,0.0330464716006884,0.0246127366609294,0.0111531841652323,48.415,1.0000344245929291
D22A093,2009,749,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,953.0,30.2,200040000.0,5.106,6.35,43.3,1.935,30.23,79.4,16.67,55.7,22.5,16.8,27.2,23.0,37.0,19.0,29.8,5.8,103.0,5.8,174.0,1.2,1.03,2.55,2.77,4.32,4.04,2.98,1.12,0.948,0.7,0.78,0.78,5.06,3.08,5.37,7.92,8.33,10.0,5.78,6.35,1.63,9.64,2.14,10.9,24.1,14.7,25.6,37.7,39.6,47.6,27.5,30.2,7.76,45.9,10.2,51.9,64.6,38.0,68.5,101.0,95.9,128.0,71.4,81.0,20.1,123.0,27.3,134.0,13.6,7.99,14.4,21.2,20.1,26.8,15.0,17.0,4.23,25.8,5.72,28.2,174.0,0.7,6.3500000000000005,27.401574803149604,0.1102362204724409,0.0677859391395592,0.0398740818467995,0.0718782791185729,0.1059811122770199,0.1006295907660021,0.1343126967471143,0.0749213011542497,0.0849947534102833,0.0210912906610703,0.1290661070304302,0.0286463798530954,0.1406086044071353,79.39999999999999,1.000209907640638
D22A093,2013,862,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,540.0,17.1,113350000.0,5.057,3.606,18.925,1.078,17.175,44.915,9.446,11.7,59.4,9.56,20.5,10.8,27.3,7.17,17.8,45.8,5.08,4.82,7.17,0.08,0.12,1.51,2.02,2.76,3.5,1.51,0.479,0.294,0.294,0.187,0.187,1.01,8.16,3.29,6.05,5.37,9.92,3.22,1.89,1.95,0.813,0.398,1.2,4.8,38.9,15.7,28.8,25.6,47.2,15.3,9.02,9.3,3.87,1.9,5.71,12.8,101.0,42.0,77.1,61.8,126.0,39.7,24.2,24.1,10.4,5.08,14.8,2.7,21.2,8.81,16.2,13.0,26.6,8.34,5.08,5.06,2.18,1.07,3.11,59.4,0.08,3.605916666666668,16.4729264403411,0.0221857595156109,0.0237037037037037,0.187037037037037,0.0777777777777777,0.1427777777777777,0.1144444444444444,0.2333333333333333,0.0735185185185185,0.0448148148148148,0.0446296296296296,0.0192592592592592,0.0094074074074074,0.0274074074074074,44.915,1.0018924635422464
D22A093,2006,808,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,844.0,26.8,177290000.0,4.877,5.621,28.972,1.706,26.766,70.338,14.774,45.0,37.0,5.54,11.8,19.0,55.7,34.6,40.2,5.26,84.0,1.46,8.1,1.0,2.22,1.25,1.46,1.68,6.1,2.88,1.25,0.72,0.93,0.49,0.49,10.5,7.87,2.2,3.47,6.25,11.7,9.11,8.22,1.07,4.98,0.687,1.39,50.1,37.5,10.5,16.5,29.7,55.6,43.4,39.2,5.09,23.7,3.27,6.63,134.0,97.2,28.0,44.2,72.0,149.0,112.0,105.0,13.2,63.5,8.76,17.2,28.2,20.4,5.88,9.29,15.1,31.3,23.6,22.0,2.77,13.3,1.84,3.61,84.0,0.49,5.620583333333332,14.94506797930227,0.0871795632125965,0.1587677725118483,0.1151658767772512,0.0331753554502369,0.0523696682464455,0.0853080568720379,0.1765402843601895,0.1327014218009478,0.1244075829383886,0.0156398104265402,0.0752369668246445,0.0103791469194312,0.0203791469194312,70.33833333333334,0.9999289150060422
